Threshold,lambda,Accuracy,Big model percentage,loss,custom_loss,Best_loss,Best_threshold
0.8,0.1,94.9040797632315,5.874736121810864,0.19609901109677405,0.2600990110967741,0.2600990110967741,0.8
0.8222222222222223,0.1,94.98816426546554,6.4754273973206296,0.19313252768815342,0.2607374659597584,0.2600990110967741,0.8
0.8444444444444444,0.1,95.02913443917907,7.10996688920471,0.19082037862021486,0.2621290205955235,0.2600990110967741,0.8
0.8666666666666667,0.1,95.19837552105065,7.939746391051122,0.1860246032257749,0.26113571433688604,0.2600990110967741,0.8
0.888888888888889,0.1,95.25573376424958,8.813712298821521,0.1827881619466813,0.2618005076256936,0.2600990110967741,0.8
0.9111111111111111,0.1,95.39824858708607,9.905356165975409,0.1802925079950899,0.2633048536741022,0.2600990110967741,0.8
0.9333333333333333,0.1,95.36547244811524,11.215060576997944,0.17721048990755423,0.26432160101866536,0.2600990110967741,0.8
0.9555555555555555,0.1,95.45775098509199,13.099419497413479,0.17064488499554958,0.2619535269708582,0.2600990110967741,0.8
0.9777777777777777,0.1,95.49267127886978,17.068737735224293,0.16258621469242698,0.25819115296403194,0.25819115296403194,0.9777777777777777
1.0,0.1,95.5999210614693,100.0,0.14064098806408365,0.24064098806408366,0.24064098806408366,1.0
0.8,0.08900000000000001,94.9040797632315,5.874736121810864,0.19609901109677405,0.2530590110967741,0.2530590110967741,0.8
0.8222222222222223,0.08900000000000001,94.98816426546554,6.4754273973206296,0.19313252768815342,0.2533009227498818,0.2530590110967741,0.8
0.8444444444444444,0.08900000000000001,95.02913443917907,7.10996688920471,0.19082037862021486,0.2542850699782396,0.2530590110967741,0.8
0.8666666666666667,0.08900000000000001,95.19837552105065,7.939746391051122,0.1860246032257749,0.2528734921146638,0.2528734921146638,0.8666666666666667
0.888888888888889,0.08900000000000001,95.25573376424958,8.813712298821521,0.1827881619466813,0.2531091496010023,0.2528734921146638,0.8666666666666667
0.9111111111111111,0.08900000000000001,95.39824858708607,9.905356165975409,0.1802925079950899,0.2541734956494109,0.2528734921146638,0.8666666666666667
0.9333333333333333,0.08900000000000001,95.36547244811524,11.215060576997944,0.17721048990755423,0.25473937879644315,0.2528734921146638,0.8666666666666667
0.9555555555555555,0.08900000000000001,95.45775098509199,13.099419497413479,0.17064488499554958,0.25190957635357425,0.25190957635357425,0.9555555555555555
0.9777777777777777,0.08900000000000001,95.49267127886978,17.068737735224293,0.16258621469242698,0.2476746097541554,0.2476746097541554,0.9777777777777777
1.0,0.08900000000000001,95.5999210614693,100.0,0.14064098806408365,0.22964098806408367,0.22964098806408367,1.0
0.8,0.078,94.9040797632315,5.874736121810864,0.19609901109677405,0.24601901109677407,0.24601901109677407,0.8
0.8222222222222223,0.078,94.98816426546554,6.4754273973206296,0.19313252768815342,0.24586437954000528,0.24586437954000528,0.8222222222222223
0.8444444444444444,0.078,95.02913443917907,7.10996688920471,0.19082037862021486,0.2464411193609556,0.24586437954000528,0.8222222222222223
0.8666666666666667,0.078,95.19837552105065,7.939746391051122,0.1860246032257749,0.24461126989244159,0.24461126989244159,0.8666666666666667
0.888888888888889,0.078,95.25573376424958,8.813712298821521,0.1827881619466813,0.24441779157631094,0.24441779157631094,0.888888888888889
0.9111111111111111,0.078,95.39824858708607,9.905356165975409,0.1802925079950899,0.24504213762471952,0.24441779157631094,0.888888888888889
0.9333333333333333,0.078,95.36547244811524,11.215060576997944,0.17721048990755423,0.24515715657422088,0.24441779157631094,0.888888888888889
0.9555555555555555,0.078,95.45775098509199,13.099419497413479,0.17064488499554958,0.2418656257362903,0.2418656257362903,0.9555555555555555
0.9777777777777777,0.078,95.49267127886978,17.068737735224293,0.16258621469242698,0.23715806654427884,0.23715806654427884,0.9777777777777777
